component_name,enabler_name,pdf_title,pdf_url,pdf_filename
"Betreiben von IT-Systemen (§4 Abs. 2 Nr.8)","06_Standortübergreifende und -unabhängige Kommunikation situationsgerecht","06_Standortübergreifende und -unabhängige Kommunikation situationsgerecht","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Betreiben_von_IT-Systemen_par4_Abs._2_Nr.8/06_Standortuebergreifende_und_-unabhaengige_Kommunikation_situationsgerecht/06_Standortuebergreifende_und_-unabhaengige_Kommunikation_situationsgerecht.pdf","06_Standortübergreifende und -unabhängige Kommunikation situationsgerecht.pdf"
"Betreiben von IT-Systemen (§4 Abs. 2 Nr.8)","07_Netzwerkrelevante Dienste beschreiben können","07_Netzwerkrelevante Dienste beschreiben können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Betreiben_von_IT-Systemen_par4_Abs._2_Nr.8/07_Netzwerkrelevante_Dienste_beschreiben_koennen/07_Netzwerkrelevante_Dienste_beschreiben_koennen.pdf","07_Netzwerkrelevante Dienste beschreiben können.pdf"
"Betreiben von IT-Systemen (§4 Abs. 2 Nr.8)","08_Anforderungen an Verfügbarkeit von Anwen- dungsdiensten beurteilen können","08_Anforderungen an Verfügbarkeit von Anwen- dungsdiensten beurteilen können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Betreiben_von_IT-Systemen_par4_Abs._2_Nr.8/08_Anforderungen_an_Verfuegbarkeit_von_Anwen-_dungsdiensten_beurteilen_koennen/08_Anforderungen_an_Verfuegbarkeit_von_Anwen-_dungsdiensten_beurteilen_koennen.pdf","08_Anforderungen an Verfügbarkeit von Anwen- dungsdiensten beurteilen können.pdf"
"Betreiben von IT-Systemen (§4 Abs. 2 Nr.8)","09_Risiken identifizieren, MaBnahmen planen und Ausfallwahrscheinlichkeiten berücksichtigen","09_Risiken identifizieren, MaBnahmen planen und Ausfallwahrscheinlichkeiten berücksichtigen","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Betreiben_von_IT-Systemen_par4_Abs._2_Nr.8/09_Risiken_identifizieren_MaBnahmen_planen_und_Ausfallwahrscheinlichkeiten_beruecksichtigen/09_Risiken_identifizieren_MaBnahmen_planen_und_Ausfallwahrscheinlichkeiten_beruecksichtigen.pdf","09_Risiken identifizieren, MaBnahmen planen und Ausfallwahrscheinlichkeiten berücksichtigen.pdf"
"Betreiben von IT-Systemen (§4 Abs. 2 Nr.8)","10_Maßnahmen zur Sicherstellung des Betriebes beurteilen können","10_Maßnahmen zur Sicherstellung des Betriebes beurteilen können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Betreiben_von_IT-Systemen_par4_Abs._2_Nr.8/10_Massnahmen_zur_Sicherstellung_des_Betriebes_beurteilen_koennen/10_Massnahmen_zur_Sicherstellung_des_Betriebes_beurteilen_koennen.pdf","10_Maßnahmen zur Sicherstellung des Betriebes beurteilen können.pdf"
"Betreiben von IT-Systemen (§4 Abs. 2 Nr.8)","11_Monitoringsysteme anwenden und Ergebnisse interpretieren können","11_Monitoringsysteme anwenden und Ergebnisse interpretieren können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Betreiben_von_IT-Systemen_par4_Abs._2_Nr.8/11_Monitoringsysteme_anwenden_und_Ergebnisse_interpretieren_koennen/11_Monitoringsysteme_anwenden_und_Ergebnisse_interpretieren_koennen.pdf","11_Monitoringsysteme anwenden und Ergebnisse interpretieren können.pdf"
"Betreiben von IT-Systemen (§4 Abs. 2 Nr.8)","12_Monitoringergebnisse analysieren und korrektive Maßnahmen bestimmen können","12_Monitoringergebnisse analysieren und korrektive Maßnahmen bestimmen können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Betreiben_von_IT-Systemen_par4_Abs._2_Nr.8/12_Monitoringergebnisse_analysieren_und_korrektive_Massnahmen_bestimmen_koennen/12_Monitoringergebnisse_analysieren_und_korrektive_Massnahmen_bestimmen_koennen.pdf","12_Monitoringergebnisse analysieren und korrektive Maßnahmen bestimmen können.pdf"
"Betreiben von IT-Systemen (§4 Abs. 2 Nr.8)","13_Berufliche Fortbildung und Umschulung","13_Berufliche Fortbildung und Umschulung","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Betreiben_von_IT-Systemen_par4_Abs._2_Nr.8/13_Berufliche_Fortbildung_und_Umschulung/13_Berufliche_Fortbildung_und_Umschulung.pdf","13_Berufliche Fortbildung und Umschulung.pdf"
"Beurteilen marktgängiger IT-Systeme (Vertiefung) (§ 4 Abs. 2 Nr. 3  J2)","01_Marktgängige IT-Syteme kennen, unterscheiden und beurteilen können","01_Marktgängige IT-Syteme kennen, unterscheiden und beurteilen können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Beurteilen_marktgaengiger_IT-Systeme_Vertiefung_par_4_Abs._2_Nr._3_J2/01_Marktgaengige_IT-Syteme_kennen_unterscheiden_und_beurteilen_koennen/01_Marktgaengige_IT-Syteme_kennen_unterscheiden_und_beurteilen_koennen.pdf","01_Marktgängige IT-Syteme kennen, unterscheiden und beurteilen können.pdf"
"Beurteilen marktgängiger IT-Systeme (Vertiefung) (§ 4 Abs. 2 Nr. 3  J2)","02_Typische IT-Systeme und deren Einsatzbereiche identifizieren und zuordnen können","02_Typische IT-Systeme und deren Einsatzbereiche identifizieren und zuordnen können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Beurteilen_marktgaengiger_IT-Systeme_Vertiefung_par_4_Abs._2_Nr._3_J2/02_Typische_IT-Systeme_und_deren_Einsatzbereiche_identifizieren_und_zuordnen_koennen/02_Typische_IT-Systeme_und_deren_Einsatzbereiche_identifizieren_und_zuordnen_koennen.pdf","02_Typische IT-Systeme und deren Einsatzbereiche identifizieren und zuordnen können.pdf"
"Beurteilen marktgängiger IT-Systeme (Vertiefung) (§ 4 Abs. 2 Nr. 3  J2)","03_Leistungsfähigkeit und Energieeffizienz von IT-Systemen bestimmen, analysieren und beurteilen können","03_Leistungsfähigkeit und Energieeffizienz von IT-Systemen bestimmen,","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Beurteilen_marktgaengiger_IT-Systeme_Vertiefung_par_4_Abs._2_Nr._3_J2/03_Leistungsfaehigkeit_und_Energieeffizienz_von_IT-Systemen_bestimmen_analysieren_und_beurteilen_koennen/03_Leistungsfaehigkeit_und_Energieeffizienz_von_IT-Systemen_bestimmen.pdf","03_Leistungsfähigkeit und Energieeffizienz von IT-Systemen bestimmen,.pdf"
"Beurteilen marktgängiger IT-Systeme (Vertiefung) (§ 4 Abs. 2 Nr. 3  J2)","04_Wirtschaftlichkeit von IT-Systemen bestimmen und beurteilen können","04_Wirtschaftlichkeit von IT-Systemen bestimmen und beurteilen können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Beurteilen_marktgaengiger_IT-Systeme_Vertiefung_par_4_Abs._2_Nr._3_J2/04_Wirtschaftlichkeit_von_IT-Systemen_bestimmen_und_beurteilen_koennen/04_Wirtschaftlichkeit_von_IT-Systemen_bestimmen_und_beurteilen_koennen.pdf","04_Wirtschaftlichkeit von IT-Systemen bestimmen und beurteilen können.pdf"
"Beurteilen marktgängiger IT-Systeme (§ 4 Abs. 2 Nr. 3)","01_Marktgängige IT-Syteme kennen, unterscheiden und beurteilen können","01_Marktgängige IT-Syteme kennen, unterscheiden und beurteilen können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Beurteilen_marktgaengiger_IT-Systeme_par_4_Abs._2_Nr._3/01_Marktgaengige_IT-Syteme_kennen_unterscheiden_und_beurteilen_koennen/01_Marktgaengige_IT-Syteme_kennen_unterscheiden_und_beurteilen_koennen.pdf","01_Marktgängige IT-Syteme kennen, unterscheiden und beurteilen können.pdf"
"Beurteilen marktgängiger IT-Systeme (§ 4 Abs. 2 Nr. 3)","02_Typische IT-Systeme und deren Einsatzbereiche identifizieren und zuordnen können","02_Typische IT-Systeme und deren Einsatzbereiche identifizieren und zuordnen können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Beurteilen_marktgaengiger_IT-Systeme_par_4_Abs._2_Nr._3/02_Typische_IT-Systeme_und_deren_Einsatzbereiche_identifizieren_und_zuordnen_koennen/02_Typische_IT-Systeme_und_deren_Einsatzbereiche_identifizieren_und_zuordnen_koennen.pdf","02_Typische IT-Systeme und deren Einsatzbereiche identifizieren und zuordnen können.pdf"
"Beurteilen marktgängiger IT-Systeme (§ 4 Abs. 2 Nr. 3)","03_Leistungsfähigkeit und Energieeffizienz von IT-Systemen bestimmen, analysieren und beurteilen können","03_Leistungsfähigkeit und Energieeffizienz von IT-Systemen bestimmen,","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Beurteilen_marktgaengiger_IT-Systeme_par_4_Abs._2_Nr._3/03_Leistungsfaehigkeit_und_Energieeffizienz_von_IT-Systemen_bestimmen_analysieren_und_beurteilen_koennen/03_Leistungsfaehigkeit_und_Energieeffizienz_von_IT-Systemen_bestimmen.pdf","03_Leistungsfähigkeit und Energieeffizienz von IT-Systemen bestimmen,.pdf"
"Beurteilen marktgängiger IT-Systeme (§ 4 Abs. 2 Nr. 3)","04_Wirtschaftlichkeit von IT-Systemen bestimmen und beurteilen können","04_Wirtschaftlichkeit von IT-Systemen bestimmen und beurteilen können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Beurteilen_marktgaengiger_IT-Systeme_par_4_Abs._2_Nr._3/04_Wirtschaftlichkeit_von_IT-Systemen_bestimmen_und_beurteilen_koennen/04_Wirtschaftlichkeit_von_IT-Systemen_bestimmen_und_beurteilen_koennen.pdf","04_Wirtschaftlichkeit von IT-Systemen bestimmen und beurteilen können.pdf"
"Durchführen von QS-Maßnahmen (Vertiefung) (§ 4 Abs. 2 Nr. 5  J2)","01_Methoden der Qualitätslenkung anwenden","01_Methoden der Qualitätslenkung anwenden","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Durchfuehren_von_QS-Massnahmen_Vertiefung_par_4_Abs._2_Nr._5_J2/01_Methoden_der_Qualitaetslenkung_anwenden/01_Methoden_der_Qualitaetslenkung_anwenden.pdf","01_Methoden der Qualitätslenkung anwenden.pdf"
"Durchführen von QS-Maßnahmen (Vertiefung) (§ 4 Abs. 2 Nr. 5  J2)","02_Methoden zur Messung der Zielerreichung im QM-Prozess kennen und anwenden","02_Methoden zur Messung der Zielerreichung im QM-Prozess kennen und anwenden","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Durchfuehren_von_QS-Massnahmen_Vertiefung_par_4_Abs._2_Nr._5_J2/02_Methoden_zur_Messung_der_Zielerreichung_im_QM-Prozess_kennen_und_anwenden/02_Methoden_zur_Messung_der_Zielerreichung_im_QM-Prozess_kennen_und_anwenden.pdf","02_Methoden zur Messung der Zielerreichung im QM-Prozess kennen und anwenden.pdf"
"Durchführen von qualitätssichernden Maßnahmen (§ 4 Abs. 2 Nr. 5)","01_Grundverständnis zu folgenden Fachbegriffen nachweisen","01_Grundverständnis zu folgenden Fachbegriffen nachweisen","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Durchfuehren_von_qualitaetssichernden_Massnahmen_par_4_Abs._2_Nr._5/01_Grundverstaendnis_zu_folgenden_Fachbegriffen_nachweisen/01_Grundverstaendnis_zu_folgenden_Fachbegriffen_nachweisen.pdf","01_Grundverständnis zu folgenden Fachbegriffen nachweisen.pdf"
"Durchführen von qualitätssichernden Maßnahmen (§ 4 Abs. 2 Nr. 5)","02_Maßnahmen des Qualitätsmanagements für den eigenen Arbeitsbereich kennen, planen und anwenden","02_Maßnahmen des Qualitätsmanagements für den eigenen Arbeitsberei","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Durchfuehren_von_qualitaetssichernden_Massnahmen_par_4_Abs._2_Nr._5/02_Massnahmen_des_Qualitaetsmanagements_fuer_den_eigenen_Arbeitsbereich_kennen_planen_und_anwenden/02_Massnahmen_des_Qualitaetsmanagements_fuer_den_eigenen_Arbeitsberei.pdf","02_Maßnahmen des Qualitätsmanagements für den eigenen Arbeitsberei.pdf"
"Entwickeln von IT-Lösungen (Vertiefung) (§ 4 Abs. 2 Nr. 4  J2)","01_Fehler erkennen, analysieren und beheben","01_Fehler erkennen, analysieren und beheben","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Entwickeln_von_IT-Loesungen_Vertiefung_par_4_Abs._2_Nr._4_J2/01_Fehler_erkennen_analysieren_und_beheben/01_Fehler_erkennen_analysieren_und_beheben.pdf","01_Fehler erkennen, analysieren und beheben.pdf"
"Entwickeln von IT-Lösungen (Vertiefung) (§ 4 Abs. 2 Nr. 4  J2)","02_Algorithmen formulieren und Programme entwickeln","02_Algorithmen formulieren und Programme entwickeln","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Entwickeln_von_IT-Loesungen_Vertiefung_par_4_Abs._2_Nr._4_J2/02_Algorithmen_formulieren_und_Programme_entwickeln/02_Algorithmen_formulieren_und_Programme_entwickeln.pdf","02_Algorithmen formulieren und Programme entwickeln.pdf"
"Entwickeln von IT-Lösungen (Vertiefung) (§ 4 Abs. 2 Nr. 4  J2)","03_Datenbanken modellieren und erstellen","03_Datenbanken modellieren und erstellen","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Entwickeln_von_IT-Loesungen_Vertiefung_par_4_Abs._2_Nr._4_J2/03_Datenbanken_modellieren_und_erstellen/03_Datenbanken_modellieren_und_erstellen.pdf","03_Datenbanken modellieren und erstellen.pdf"
"Entwickeln, Erstellen und Betreuen von IT-Lösungen (§ 4 Abs. 2 Nr. 4)","01_IT-Systeme unter Berücksichtigung des IT- Umfeldes konzeptionieren, konfigurieren, testen und dokumentieren können","01_IT-Systeme unter Berücksichtigung des","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Entwickeln_Erstellen_und_Betreuen_von_IT-Loesungen_par_4_Abs._2_Nr._4/01_IT-Systeme_unter_Beruecksichtigung_des_IT-_Umfeldes_konzeptionieren_konfigurieren_testen_und_dokumentieren_koennen/01_IT-Systeme_unter_Beruecksichtigung_des.pdf","01_IT-Systeme unter Berücksichtigung des.pdf"
"Entwickeln, Erstellen und Betreuen von IT-Lösungen (§ 4 Abs. 2 Nr. 4)","02_Bedarfsgerechte Auswahl von Hardware vor- nehmen und begründen können","02_Bedarfsgerechte Auswahl von Hardware vor- nehmen und begründen können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Entwickeln_Erstellen_und_Betreuen_von_IT-Loesungen_par_4_Abs._2_Nr._4/02_Bedarfsgerechte_Auswahl_von_Hardware_vor-_nehmen_und_begruenden_koennen/02_Bedarfsgerechte_Auswahl_von_Hardware_vor-_nehmen_und_begruenden_koennen.pdf","02_Bedarfsgerechte Auswahl von Hardware vor- nehmen und begründen können.pdf"
"Entwickeln, Erstellen und Betreuen von IT-Lösungen (§ 4 Abs. 2 Nr. 4)","03_Bedarfsgerechte Auswahl von Software vorneh- men und begründen können","03_Bedarfsgerechte Auswahl von Software vorneh- men und begründen können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Entwickeln_Erstellen_und_Betreuen_von_IT-Loesungen_par_4_Abs._2_Nr._4/03_Bedarfsgerechte_Auswahl_von_Software_vorneh-_men_und_begruenden_koennen/03_Bedarfsgerechte_Auswahl_von_Software_vorneh-_men_und_begruenden_koennen.pdf","03_Bedarfsgerechte Auswahl von Software vorneh- men und begründen können.pdf"
"Entwickeln, Erstellen und Betreuen von IT-Lösungen (§ 4 Abs. 2 Nr. 4)","04_Urheberrechtsgesetz kennen und Lizenzmodelle unterscheiden können","04_Urheberrechtsgesetz kennen und Lizenzmodelle unterscheiden können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Entwickeln_Erstellen_und_Betreuen_von_IT-Loesungen_par_4_Abs._2_Nr._4/04_Urheberrechtsgesetz_kennen_und_Lizenzmodelle_unterscheiden_koennen/04_Urheberrechtsgesetz_kennen_und_Lizenzmodelle_unterscheiden_koennen.pdf","04_Urheberrechtsgesetz kennen und Lizenzmodelle unterscheiden können.pdf"
"Entwickeln, Erstellen und Betreuen von IT-Lösungen (§ 4 Abs. 2 Nr. 4)","05_Aktivitäten bei Installationen und Konfigurati- onen kennen und beurteilen","05_Aktivitäten bei Installationen und Konfigurati- onen kennen und beurteilen","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Entwickeln_Erstellen_und_Betreuen_von_IT-Loesungen_par_4_Abs._2_Nr._4/05_Aktivitaeten_bei_Installationen_und_Konfigurati-_onen_kennen_und_beurteilen/05_Aktivitaeten_bei_Installationen_und_Konfigurati-_onen_kennen_und_beurteilen.pdf","05_Aktivitäten bei Installationen und Konfigurati- onen kennen und beurteilen.pdf"
"Entwickeln, Erstellen und Betreuen von IT-Lösungen (§ 4 Abs. 2 Nr. 4)","06_ Programmiersprachen mit folgenden Merkmalen kennen, einordnen und unterscheiden können","06_ Programmiersprachen mit folgenden Merkmalen kennen, einordnen u","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Entwickeln_Erstellen_und_Betreuen_von_IT-Loesungen_par_4_Abs._2_Nr._4/06__Programmiersprachen_mit_folgenden_Merkmalen_kennen_einordnen_und_unterscheiden_koennen/06__Programmiersprachen_mit_folgenden_Merkmalen_kennen_einordnen_u.pdf","06_ Programmiersprachen mit folgenden Merkmalen kennen, einordnen u.pdf"
"Entwickeln, Erstellen und Betreuen von IT-Lösungen (§ 4 Abs. 2 Nr. 4)","07_Programmierwerkzeuge kennen und anwenden können","07_Programmierwerkzeuge kennen und anwenden können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Entwickeln_Erstellen_und_Betreuen_von_IT-Loesungen_par_4_Abs._2_Nr._4/07_Programmierwerkzeuge_kennen_und_anwenden_koennen/07_Programmierwerkzeuge_kennen_und_anwenden_koennen.pdf","07_Programmierwerkzeuge kennen und anwenden können.pdf"
"Entwickeln, Erstellen und Betreuen von IT-Lösungen (§ 4 Abs. 2 Nr. 4)","08_Grundlagen von relationalen Datenbanken kennen und anwenden können","08_Grundlagen von relationalen Datenbanken kennen und anwenden können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Entwickeln_Erstellen_und_Betreuen_von_IT-Loesungen_par_4_Abs._2_Nr._4/08_Grundlagen_von_relationalen_Datenbanken_kennen_und_anwenden_koennen/08_Grundlagen_von_relationalen_Datenbanken_kennen_und_anwenden_koennen.pdf","08_Grundlagen von relationalen Datenbanken kennen und anwenden können.pdf"
"Erbringen der Leistungen und Auftragsabschluss (§ 4 Abs. 2 Nr. 7)","01_Vertragsarten, Vertragsbestandteile und Vertragsstörungen kennen und unterscheiden","01_Vertragsarten, Vertragsbestandteile und Vertragsstörungen kennen und unte","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Erbringen_der_Leistungen_und_Auftragsabschluss_par_4_Abs._2_Nr._7/01_Vertragsarten_Vertragsbestandteile_und_Vertragsstoerungen_kennen_und_unterscheiden/01_Vertragsarten_Vertragsbestandteile_und_Vertragsstoerungen_kennen_und_unte.pdf","01_Vertragsarten, Vertragsbestandteile und Vertragsstörungen kennen und unte.pdf"
"Erbringen der Leistungen und Auftragsabschluss (§ 4 Abs. 2 Nr. 7)","02_Zielsetzungen des Unternehmens dem Leitbild entnehmen können","02_Zielsetzungen des Unternehmens dem Leitbild entnehmen können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Erbringen_der_Leistungen_und_Auftragsabschluss_par_4_Abs._2_Nr._7/02_Zielsetzungen_des_Unternehmens_dem_Leitbild_entnehmen_koennen/02_Zielsetzungen_des_Unternehmens_dem_Leitbild_entnehmen_koennen.pdf","02_Zielsetzungen des Unternehmens dem Leitbild entnehmen können.pdf"
"Erbringen der Leistungen und Auftragsabschluss (§ 4 Abs. 2 Nr. 7)","03_Umsetzungsvarianten der Leistungserbringung kennen","03_Umsetzungsvarianten der Leistungserbringung kennen","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Erbringen_der_Leistungen_und_Auftragsabschluss_par_4_Abs._2_Nr._7/03_Umsetzungsvarianten_der_Leistungserbringung_kennen/03_Umsetzungsvarianten_der_Leistungserbringung_kennen.pdf","03_Umsetzungsvarianten der Leistungserbringung kennen.pdf"
"Erbringen der Leistungen und Auftragsabschluss (§ 4 Abs. 2 Nr. 7)","04_Leistungserbringung gemäß der Aufbauorganisation des eigenen Unternehmens abstimmen,","04_Leistungserbringung gemäß der Aufbauorganisation des eigenen Unternehme","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Erbringen_der_Leistungen_und_Auftragsabschluss_par_4_Abs._2_Nr._7/04_Leistungserbringung_gemaess_der_Aufbauorganisation_des_eigenen_Unternehmens_abstimmen/04_Leistungserbringung_gemaess_der_Aufbauorganisation_des_eigenen_Unternehme.pdf","04_Leistungserbringung gemäß der Aufbauorganisation des eigenen Unternehme.pdf"
"Erbringen der Leistungen und Auftragsabschluss (§ 4 Abs. 2 Nr. 7)","05_Veränderungsprozesse begleiten und unterstützen","05_Veränderungsprozesse begleiten und unterstützen","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Erbringen_der_Leistungen_und_Auftragsabschluss_par_4_Abs._2_Nr._7/05_Veraenderungsprozesse_begleiten_und_unterstuetzen/05_Veraenderungsprozesse_begleiten_und_unterstuetzen.pdf","05_Veränderungsprozesse begleiten und unterstützen.pdf"
"Erbringen der Leistungen und Auftragsabschluss (§ 4 Abs. 2 Nr. 7)","06_Leistungsübergabe und Einweisungen planen und dokumentieren","06_Leistungsübergabe und Einweisungen planen und dokumentieren","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Erbringen_der_Leistungen_und_Auftragsabschluss_par_4_Abs._2_Nr._7/06_Leistungsuebergabe_und_Einweisungen_planen_und_dokumentieren/06_Leistungsuebergabe_und_Einweisungen_planen_und_dokumentieren.pdf","06_Leistungsübergabe und Einweisungen planen und dokumentieren.pdf"
"Erbringen der Leistungen und Auftragsabschluss (§ 4 Abs. 2 Nr. 7)","07_Leistungserbringung bewerten und dokumentieren können","07_Leistungserbringung bewerten und dokumentieren können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Erbringen_der_Leistungen_und_Auftragsabschluss_par_4_Abs._2_Nr._7/07_Leistungserbringung_bewerten_und_dokumentieren_koennen/07_Leistungserbringung_bewerten_und_dokumentieren_koennen.pdf","07_Leistungserbringung bewerten und dokumentieren können.pdf"
"Inbetriebnehmen von Speicherlösungen (§ 4 Abs. 2 Nr. 9)","01_Technische und organisatorische Maßnahmen (TOM)","01_Technische und organisatorische Maßnahmen (TOM)","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Inbetriebnehmen_von_Speicherloesungen_par_4_Abs._2_Nr._9/01_Technische_und_organisatorische_Massnahmen_TOM/01_Technische_und_organisatorische_Massnahmen_TOM.pdf","01_Technische und organisatorische Maßnahmen (TOM).pdf"
"Inbetriebnehmen von Speicherlösungen (§ 4 Abs. 2 Nr. 9)","02_Möglichkeiten der physischen und hardwaretechnischen Absicherungen bennen","02_Möglichkeiten der physischen und hardwaretechnischen Absicherungen bennen","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Inbetriebnehmen_von_Speicherloesungen_par_4_Abs._2_Nr._9/02_Moeglichkeiten_der_physischen_und_hardwaretechnischen_Absicherungen_bennen/02_Moeglichkeiten_der_physischen_und_hardwaretechnischen_Absicherungen_bennen.pdf","02_Möglichkeiten der physischen und hardwaretechnischen Absicherungen bennen.pdf"
"Inbetriebnehmen von Speicherlösungen (§ 4 Abs. 2 Nr. 9)","03_Möglichkeiten der softwaretechnischen Absicherung implementieren können","03_Möglichkeiten der softwaretechnischen Absicherung implementieren können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Inbetriebnehmen_von_Speicherloesungen_par_4_Abs._2_Nr._9/03_Moeglichkeiten_der_softwaretechnischen_Absicherung_implementieren_koennen/03_Moeglichkeiten_der_softwaretechnischen_Absicherung_implementieren_koennen.pdf","03_Möglichkeiten der softwaretechnischen Absicherung implementieren können.pdf"
"Inbetriebnehmen von Speicherlösungen (§ 4 Abs. 2 Nr. 9)","04_Verschiedene Service- und Liefermodelle benennen und bedarfsorientiert auswählen können","04_Verschiedene Service- und Liefermodelle benennen und bedarfsorientiert auswähl","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Inbetriebnehmen_von_Speicherloesungen_par_4_Abs._2_Nr._9/04_Verschiedene_Service-_und_Liefermodelle_benennen_und_bedarfsorientiert_auswaehlen_koennen/04_Verschiedene_Service-_und_Liefermodelle_benennen_und_bedarfsorientiert_auswaehl.pdf","04_Verschiedene Service- und Liefermodelle benennen und bedarfsorientiert auswähl.pdf"
"Inbetriebnehmen von Speicherlösungen (§ 4 Abs. 2 Nr. 9)","05_Daten heterogener Quellen zusammenführen können","05_Daten heterogener Quellen zusammenführen können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Inbetriebnehmen_von_Speicherloesungen_par_4_Abs._2_Nr._9/05_Daten_heterogener_Quellen_zusammenfuehren_koennen/05_Daten_heterogener_Quellen_zusammenfuehren_koennen.pdf","05_Daten heterogener Quellen zusammenführen können.pdf"
"Inbetriebnehmen von Speicherlösungen (§ 4 Abs. 2 Nr. 9)","06_Netzwerkkomponenten und -protokolle beschreiben können","06_Netzwerkkomponenten und -protokolle beschreiben können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Inbetriebnehmen_von_Speicherloesungen_par_4_Abs._2_Nr._9/06_Netzwerkkomponenten_und_-protokolle_beschreiben_koennen/06_Netzwerkkomponenten_und_-protokolle_beschreiben_koennen.pdf","06_Netzwerkkomponenten und -protokolle beschreiben können.pdf"
"Informieren und Beraten von Kunden (§ 4 Abs. 2 Nr. 2)","01_Marktsituationen bewerten können","01_Marktsituationen bewerten können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Informieren_und_Beraten_von_Kunden_par_4_Abs._2_Nr._2/01_Marktsituationen_bewerten_koennen/01_Marktsituationen_bewerten_koennen.pdf","01_Marktsituationen bewerten können.pdf"
"Informieren und Beraten von Kunden (§ 4 Abs. 2 Nr. 2)","02_Zielgruppengerechte Bedarfsanalyse durch- führen können","02_Zielgruppengerechte Bedarfsanalyse durch- führen können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Informieren_und_Beraten_von_Kunden_par_4_Abs._2_Nr._2/02_Zielgruppengerechte_Bedarfsanalyse_durch-_fuehren_koennen/02_Zielgruppengerechte_Bedarfsanalyse_durch-_fuehren_koennen.pdf","02_Zielgruppengerechte Bedarfsanalyse durch- führen können.pdf"
